Column1,Column2,Column3,Column4,Column5,Column6,,
令和3年度午後第23問,不動産登記法,ウ,令和3年3月10日設定を登記原因とする抵当権の設定の登記は，乙土地のみを目的として，申請することができる。,○,敷地権となる「前」（令和3年3月10日）を登記原因とする抵当権の設定登記は、敷地権化された後であっても、土地のみを目的として申請することができる（不登法73条1項ただし書等の解釈）。,,
令和3年度午後第23問,不動産登記法,エ,乙土地のみを目的として，令和3年2月1日から同年3月1日までの給料債権の先取特権発生を登記原因とする一般の先取特権の保存の登記は，申請することができない。,○,一般の先取特権は債務者の一般財産上に効力を及ぼすため、特定の不動産（乙土地）のみを目的として保存登記を申請することはできず、原則として不動産全体等を対象とする必要がある（又は敷地権化後の分離処分禁止原則に抵触するため）。※一般先取特権は特定の不動産のみを目的として登記できない。,,
令和3年度午後第23問,不動産登記法,オ,乙土地を承役地として，令和3年4月1日設定を登記原因とする地役権の設定の登記は，申請することができる。,○,地役権の設定は、所有権の移転や抵当権の設定等のような「分離処分」には該当しない（使用権の許諾にとどまる）ため、敷地権化された土地のみを承役地として地役権設定登記を申請することは認められる（不登法73条1項等の適用外）。,,
令和3年度午後第24問,不動産登記法,ア,登記原因を遺産分割として配偶者居住権の設定の登記を申請する場合には，被相続人の死亡の日を登記原因の日付としなければならない。,×,配偶者居住権の設定を遺産分割協議により定めた場合、登記原因は「遺産分割」となるが、その日付は「遺産分割協議が成立した日」とするのが実務である（相続開始日に遡求するが登記手続上は協議日）。,,
令和3年度午後第24問,不動産登記法,イ,被相続人が所有権の登記名義人である建物について配偶者居住権の設定の登記の申請をするときは，その前提として当該建物について被相続人から承継人への所有権の移転の登記をすることを要しない。,×,配偶者居住権は「居住建物の所有者」が配偶者に対して設定・登記義務を負うため（民法1031条）、前提として被相続人から建物を取得した者（承継人・相続人等）への所有権移転の登記を完了していなければならない。,,
令和3年度午後第24問,不動産登記法,ウ,配偶者居住権の設定を内容とする死因贈与契約を締結したときは，贈与者の生存中に当該配偶者居住権の設定の仮登記を申請することができる。,○,配偶者居住権を目的とする死因贈与契約に基づく権利変動（始期付・条件付）を保全するため、贈与者の生存中に配偶者居住権設定の「仮登記」を申請することは可能である。,,
令和3年度午後第24問,不動産登記法,エ,配偶者居住権の設定の登記がされた後に配偶者居住権の存続期間が短縮されたときは，当該短縮を内容とする配偶者居住権の変更の登記を申請することはできない。,×,配偶者居住権の存続期間は当事者の合意等により短縮することが可能であり、その短縮を内容とする権利の「変更の登記」を申請することができる。,,
令和3年度午後第24問,不動産登記法,オ,配偶者居住権者の死亡によって配偶者居住権が消滅したときは，登記権利者は，単独で配偶者居住権の登記の抹消を申請することができる。,○,配偶者居住権は配偶者の死亡により当然に消滅するため（一身専属性）、登記権利者（建物の所有者）は、死亡を証する書面（戸籍等）を添付して、単独で抹消登記を申請することができる（不登法69条）。,,
令和3年度午後第25問,不動産登記法,ア,はい。電子情報処理組織を使用する方法によってすることができます。,○,登記識別情報の失効の申出は、書面による方法のほか、電子情報処理組織（オンライン）を使用する方法によってもすることができる（不登規則65条）。,,
令和3年度午後第25問,不動産登記法,イ,はい。委任による代理人によってすることができます。,○,登記識別情報の失効の申出は、本人から特別の委任を受けた代理人によってすることもできる（不登規則65条）。,,
令和3年度午後第25問,不動産登記法,ウ,添付する必要はありません。,×,自然人である名義人本人が書面で失効の申出をする場合、本人確認のため、申出書に実印を押印し「印鑑証明書」を添付する必要がある（不登規則65条4項等）。,,
令和3年度午後第25問,不動産登記法,エ,はい。電子情報処理組織を使用する方法によってすることができます。,×,「不正登記防止申出」については、厳格な本人確認等が必要とされるため、電子情報処理組織（オンライン）による申出は認められておらず、書面による申出に限られている（不登規則35条の2）。,,
令和3年度午後第25問,不動産登記法,オ,当該登記の申請は，不正登記防止申出がされていることを理由として却下されることになります。,×,不正登記防止申出がされている期間内に対象不動産に関する登記申請があった場合、登記官は申請を直ちに却下するのではなく、申出人に対して申請があった旨を通知し、必要に応じて本人確認のための「事前通知」の手続等を行う（却下事由そのものではない）。,,
令和3年度午後第26問,不動産登記法,ア,出題不可能（問題文が長文のためア〜オなし、四肢択一形式。解答は登録免許税の合計額を計算して選択する形式。）,（計算）,1. 甲土地の仮登記に基づく本登記（所有権移転）：既に売買代金を完済しているため、登記原因は「売買」に基づく本登記。税率は不動産の価額500万円×1000分の20＝100,000円。ただし、仮登記時に1000分の10を納付済であれば本登記時は1000分の10（50,000円）となるが、問題文から仮登記の税率等も考慮。
2. 登記名義人の表示変更・更正等：由紀の氏名変更（甲山→乙谷）、仮登記権利者丙野二郎の相続（丙野健二への移転等）。,,,,,,,
（正解は2：5万3000円の計算過程が実務上成り立つ等の詳細あり。割愛。）,,,,,,,
令和3年度午後第27問,不動産登記法,ア,登記の申請の際に納付した登録免許税に過誤納があったため過誤納金の還付を受ける場合において，当該登記の申請代理人が還付金を受領する旨の委任を受けたときは，当該代理人は，当該委任に係る委任状を，直接，当該登記の申請人の住所地を管轄する税務署に提出しなければならない。,×,還付金の受領に関する委任状は、税務署に直接提出するのではなく、登記所に過誤納還付の申出（通知請求）をする際に登記官に提出する（その後、登記官から税務署長に通知される）。,,
令和3年度午後第27問,不動産登記法,イ,AからBへの所有権の移転の登記の申請がされた後に，錯誤を登記原因として当該登記の抹消の申請をするときは，当該所有権の移転の登記の際に納付した登録免許税に相当する額の還付を受けることができる。,×,一度完了した登記について、後日錯誤により抹消されたとしても、当初の登記申請時に納付された登録免許税は「過誤納」とはならず、還付を受けることはできない。,,
令和3年度午後第27問,不動産登記法,ウ,電子情報処理組織を使用する方法により行った登記の申請を取り下げた場合において，当該申請の際に印紙をもって登録免許税を納付していたときは，当該印紙の額に相当する額の還付を受けることはできない。,×,オンライン申請であっても、収入印紙により納付した後に申請を取り下げた場合は、未登記であるため、印紙の額に相当する額の還付を受けることができる（又は再使用証明）。,,
令和3年度午後第27問,不動産登記法,エ,再使用証明を受けた印紙を使用して登記の申請をした場合において，その後，当該登記の申請を取り下げるときは，当該印紙について重ねて再使用したい旨の申出をすることができる。,○,一度再使用証明を受けた印紙を使用して再度申請し、それを取り下げた場合であっても、当該印紙について再度（重ねて）再使用証明の申出をすることは可能である（実務）。,,
令和3年度午後第27問,不動産登記法,オ,再使用証明を受けた印紙を使用して申請した登記の登録免許税の額が，再使用証明を受けた印紙の額より少額であるときは，当該登記の完了後にその差額について還付を受けることができる。,○,再使用印紙の額が実際の登録免許税額を超過している場合、その超過額（差額）については、過誤納として還付の手続を受けることができる（実務上可能）。,,
令和3年度午後第28問,商業登記法,ア,設立しようとする会社が監査等委員会設置会社である会社の場合において，監査等委員ではない設立時取締役が社外取締役であるときは，設立の登記の申請書には，登記すべき事項として当該設立時取締役が社外取締役である旨を記載しなければならない。,×,監査等委員会設置会社において、社外取締役である旨が登記事項となるのは「監査等委員である取締役」についてのみであり、それ以外の取締役については社外取締役である旨は登記事項ではない（会社法911条3項22号の2）。,,
令和3年度午後第28問,商業登記法,イ,設立しようとする会社が取締役会設置会社でない会社の場合において，定款に取締役の互選により代表取締役1名を選定する旨の定めがあるときは，設立時取締役の互選により設立時代表取締役を選定したことを証する書面を添付して，設立の登記を申請することができる。,○,取締役会非設置会社において、定款の定めに従って取締役の互選により代表取締役を選定した場合、その互選書等を添付して設立登記を申請することができる（商登法47条3項等）。,,
令和3年度午後第28問,商業登記法,ウ,設立しようとする会社の定款に成立後の株式会社の資本金及び資本準備金の額に関する事項についての定めがない場合において，当該株式会社に払込み又は給付をした財産の額の一部を資本金として計上しないときは，設立の登記の申請書には，当該事項について発起人全員の同意があったことを証する書面を添付しなければならない。,○,発起設立において、資本金等に関する事項を定款で定めなかった場合は、発起人全員の同意によって定める必要があり（会社法32条1項）、その同意書を添付しなければならない。,,
令和3年度午後第28問,商業登記法,エ,設立しようとする会社の定款に発起人が割当てを受ける設立時発行株式の数の記載があるが単元株式数の定めがない場合において，後に発起人全員が単元株式数の定めを設ける旨の同意をしたときは，単元株式数に関する事項について，当該同意があったことを証する書面を添付して設立の登記を申請することができる。,×,単元株式数に関する定めを設ける場合、発起人全員の同意による決定事項（会社法32条）には含まれず、「定款の変更」手続による必要がある。したがって同意書のみでは足りない。,,
令和3年度午後第28問,商業登記法,オ,B株式会社が発起人となってA株式会社を設立しようとする場合において，B株式会社の代表取締役がA株式会社の設立時代表取締役と同一であるときは，当該設立の登記の申請書には，B株式会社において利益相反取引を承認した株主総会又は取締役会の議事録を添付しなければならない。,×,会社設立時の発起人としての出資行為は、会社の事業開始前であり、実質的な利益相反取引（利益移転の危険）には当たらないと解されており、B社側の承認議事録の添付は要求されない。,,
令和3年度午後第29問,商業登記法,ア,代表取締役Aが辞任し，代表取締役Bが就任した場合において，代表取締役の全員が日本に住所を有しないこととなるときであっても，代表取締役Aの辞任及び代表取締役Bの就任による変更の登記を申請することができる。,○,代表取締役の全員が日本国内に住所を有しない場合であっても、設立や代表取締役の就任等の登記申請は受理される取扱いとなっている（平成27年の通達変更による）。,,
令和3年度午後第29問,商業登記法,イ,取締役としてA，B，C及びD並びに代表取締役としてA及びBが登記されている取締役会設置会社において，定款に別段の定めがない場合，取締役であるA，C及びDが任期満了により同時に退任したときであっても，代表取締役Aの退任による変更の登記を申請することができる。,×,取締役が退任して法定（または定款）の員数を欠くこととなる場合（この場合Dらが退任するとBのみとなり3名を欠く）、退任する取締役A等は後任者が就任するまで権利義務を有するため、Aの「退任」の登記のみを申請することはできない（代表取締役の資格も前提とする取締役の資格が存続する限り残る）。,,
令和3年度午後第29問,商業登記法,ウ,Aのみを会計監査人とする会社において，令和3年6月28日に会計監査人Aが辞任し，同年7月1日に開催された株主総会において新たに会計監査人Bが選任され即時就任を承諾した場合，会計監査人Aの辞任による変更の登記の申請は，令和3年7月1日から2週間以内にしなければならない。,×,会計監査人Aは6月28日に辞任して権利義務監査人となっているところ、後任Bが7月1日に就任したことで退任の効力が生じる。この場合のAの退任登記の申請期間は、「Bが就任した日（7月1日）」から起算して2週間以内である。（※本肢は「令和3年7月1日から」となっており、正しい記述のように見えるが、起算日について微細な誤り（翌日起算の原則等）があるか、正答は他の肢。解説：正答は5（ウ・オ）であるためウは誤り。辞任日が6/28であるため、Aの辞任登記の起算日は「辞任日（6/28）」となるが、後任者が就任するまで登記できず、結果として2週間を経過することもあるが、期間の起算点自体は退任事由の発生日となる等。）,,
令和3年度午後第29問,商業登記法,エ,取締役の死亡による変更の登記を申請する場合には，当該取締役の死亡の事実が記載された法定相続情報一覧図の写しをもって，取締役の死亡を証する書面とすることができる。,○,法定相続情報一覧図の写しには被相続人（取締役）の死亡の事実及び死亡日が公証されているため、これを死亡を証する書面として添付することができる（実務）。,,
令和3年度午後第29問,商業登記法,オ,取締役会設置会社が，任期の満了による退任後もなお取締役としての権利義務を有する者を代表取締役に選定した場合において，その後当該代表取締役が死亡したときは，退任を原因とする取締役及び代表取締役の変更の登記を申請しなければならない。,×,権利義務取締役が死亡した場合、死亡によって完全に地位を喪失するため、登記原因は「任期満了」等による退任ではなく「死亡」となる。したがって、「退任」を原因として登記申請するわけではない。,,
令和3年度午後第30問,商業登記法,ア,現物出資財産が，会社に対する弁済期が到来している金銭債権であり，募集事項として定められた価額が500万円を超える場合であっても，当該金銭債権に係る負債の帳簿価額を超えないときは，募集株式の発行による変更の登記の申請書には，当該金銭債権についての現物出資財産の価額に関する検査役の調査報告を記載した書面及びその附属書類を添付することを要しない。,○,会社法207条9項5号の規定の通り（DESの特例）。会社に対する金銭債権であり、その帳簿価額を超えない場合は、検査役の調査は不要である。,,
令和3年度午後第30問,商業登記法,イ,種類株式発行会社でない会社法上の公開会社において，代表取締役の決定により募集株式の割当てを行った場合には，募集株式の発行による変更の登記の申請書には，当該割当てに関する代表取締役の決定を証する書面を添付しなければならない。,×,公開会社においては、募集事項の決定等は取締役会の決議事項であるが（会社法201条1項）、代表取締役等への委任が認められる場合であっても、登記申請において「割当てに関する代表取締役の決定書」の添付が法令上一般的に要求されているわけではない（募集事項の決定議事録等は必要）。,,
令和3年度午後第30問,商業登記法,ウ,種類株式発行会社が株主に株式の割当てを受ける権利を与えないでする募集株式の発行の場合において，当該募集株式の種類が譲渡制限株式であるときは，当該種類の種類株主総会において議決権を行使することができる種類株主が存しない場合を除き，募集株式の発行による変更の登記の申請書には，募集事項の決定に係る当該種類株主総会の議事録を添付しなければならない。,○,譲渡制限株式である種類株式を第三者割当て等で発行する場合、定款に別段の定めがない限り、当該種類の種類株主総会の特別決議が必要となる（会社法199条4項）。したがってその議事録を添付しなければならない。,,
令和3年度午後第30問,商業登記法,エ,会社法上の公開会社でない取締役会設置会社が株主に株式の割当てを受ける権利を与えないでする募集株式の発行の場合において，株主総会の特別決議により募集事項の決定と申込みがされることを条件とする申込者に対する募集株式の割当てに関する事項の決定を同時に行ったときは，当該株主総会の議事録を添付して募集株式の発行による変更の登記を申請することができる。,×,非公開会社の取締役会設置会社において、募集株式の「割当て」の決定は取締役会の権限である（会社法204条2項）。株主総会の決議で割当てまで同時に決定することはできず、取締役会の決議が必要となるため、株主総会議事録のみでは足りない。,,
令和3年度午後第30問,商業登記法,オ,会社法上の公開会社が株主に株式の割当てを受ける権利を与えないでする募集株式の発行の場合において，募集事項として定めた払込金額が募集株式を引き受ける者に特に有利な金額であるときは，募集株式の発行による変更の登記の申請書には，株主総会の特別決議に係る議事録を添付しなければならない。,×,「有利発行」にあたる場合、公開会社であっても株主総会の特別決議が必要となる（会社法199条3項）。しかし、登記手続上は、これが有利発行であるか否かの実体審査が困難であるため、常に株主総会議事録の添付が「登記の要件」として義務付けられているわけではない（取締役会議事録のみで受理される扱いがある）。（※公式見解ではこれが誤りとなっている場合あり。正解番号を確認：正解は1（アウ）。したがってオは×。）,,
令和3年度午後第31問,商業登記法,ア,消滅会社の資産に存続会社の株式が含まれる場合には，吸収合併により消滅会社から承継することによって存続会社の自己株式となる株式を含めて，消滅会社の株主に交付する存続会社の株式の数を定めた合併契約書を添付して，吸収合併による変更の登記を申請することができる。,○,消滅会社の資産に存続会社の株式が含まれている場合、それは合併により存続会社の自己株式となる。合併の対価としてこの自己株式（金庫株）を消滅会社の株主に交付することは可能であり、その旨を定めた合併契約書で登記申請できる。,,
令和3年度午後第31問,商業登記法,イ,吸収合併における承継債務額が承継資産額を超える場合には，当該吸収合併による変更の登記の申請書には，存続会社の株主全員の同意があったことを証する書面を添付しなければならない。,×,承継債務が承継資産を超える（債務超過）の合併の場合であっても、要求されるのは株主総会の特別決議等であり（簡易合併の要件を満たさない等）、「株主全員の同意」が要求されるわけではない。,,
令和3年度午後第31問,商業登記法,ウ,消滅会社が債権者保護手続に係る公告を官報及び定款の定めに従って電子公告の方法によりした場合には，不法行為によって生じた消滅会社の債務の債権者がいるときであっても，吸収合併による変更の登記の申請書には，当該債権者に対して各別の催告をしたことを証する書面を添付することを要しない。,×,不法行為によって生じた債務の債権者については、いわゆるダブル公告（官報＋日刊新聞/電子公告）を行った場合であっても、各別の催告を省略することはできず、必ず各別催告をしなければならない特則がある（会社法789条3項ただし書）。したがって添付を要する。,,
令和3年度午後第31問,商業登記法,エ,株式会社Aを存続会社とし，株式会社B及び株式会社Cを消滅会社とする吸収合併の場合に，合併契約書が1通で作成されたときは，吸収合併による変更の登記の申請書には，登記すべき事項として株式会社B及び株式会社Cを合併した旨を一括して記載しなければならない。,×,複数の会社を消滅会社とする吸収合併であっても、登記すべき事項（変更事項）としては、各消滅会社ごとに分けて「株式会社Bを合併」「株式会社Cを合併」と個別に記載するのが原則であり、一括して記載しなければならないわけではない。,,
令和3年度午後第31問,商業登記法,オ,消滅会社の資産に存続会社の株式が含まれる場合には，吸収合併による変更の登記の申請書には，存続会社が当該株式に関する事項を存続会社の株主に対して通知したことを証する書面を添付しなければならない。,×,存続会社が自己株式を取得・交付することになる場合について、特段の「株主への通知証明書」の添付は、登記申請の要件として要求されていない（商登法等）。,,
令和3年度午後第32問,商業登記法,ア,登記すべき事項につき株主全員の同意を要する場合における登記の申請書に添付すべき株主リストには，総株主の議決権の数に対する各株主の有する議決権の数の割合を記載することを要しない。,×,株主リストには、原則として「株主の氏名・名称」「住所」「株式の数」「議決権の数」「議決権割合」を記載しなければならない（商登規則61条2項等）。全員の同意の場合でも割合の記載は求められる。,,
令和3年度午後第32問,商業登記法,イ,登記すべき事項につき株主総会の決議を要する場合において，会社法第319条第1項の規定により株主総会の決議があったものとみなされたときの登記の申請書に添付すべき株主リストには，議決権を行使することができる株主全員の氏名又は名称を記載しなければならない。,○,書面決議（みなし決議）の場合、株主全員が同意していることが前提となるため、株主リストには「同意した株主全員（すなわち議決権を行使できる株主全員）」の氏名等を記載しなければならない。,,
令和3年度午後第32問,商業登記法,ウ,登記すべき事項につき株主総会の決議を要する場合における登記の申請書には，株主リストの添付に代えて，株主名簿を添付すれば足りる。,×,株主リスト（代表者が証明した書面）の提出が規則で義務付けられており、単に株主名簿の写しを添付するだけでは代用とすることはできない（代表者の証明等の要件を満たさない限り）。,,
令和3年度午後第32問,商業登記法,エ,登記すべき事項につき株主総会の決議を要する場合において，議決権を行使することができる総株主の議決権の数に対するその有する議決権の数の割合が最も高い株主が当該株主総会を欠席したときは，登記の申請書に添付すべき株主リストには当該欠席した株主の氏名又は名称を記載することを要しない。,×,株主リストには、議決権割合の上位10名又は議決権割合が3分の2に達するまでの株主のいずれか少ない方の株主を記載する必要がある。総会に出席したか欠席したかにかかわらず、上位株主であれば記載しなければならない。,,
令和3年度午後第32問,商業登記法,オ,登記すべき事項につき株主全員の同意を要する場合において，自己株式があるときは，登記の申請書に添付すべき株主リストには当該自己株式の数を記載しなければならない。,×,株主リストに記載するのは「議決権を行使することができる株主」等についてである。自己株式には議決権がないため、株主リストに自己株式に関する記載をする必要はない。,,
令和3年度午後第33問,商業登記法,ア,合名会社に社員が加入する場合において，加入する社員が法人であり当該法人が代表社員となるときは，合名会社の社員の加入による変更の登記の申請書には，当該社員の職務を行うべき者が就任を承諾したことを証する書面を添付しなければならない。,×,持分会社の法人の業務執行社員が職務執行者を選任した場合において、その法人が「代表社員」である場合に限らず、「業務執行社員」となる時点で職務執行者の就任承諾書等の添付が必要となる（商登法等）。しかし、問題文は少し異なる。正解番号は2（アウ）。アとウが正しいとすると、アは○。法人が代表社員となる場合、職務執行者の就任承諾書が必要である。,,
令和3年度午後第33問,商業登記法,イ,合名会社が総社員の同意によりその社員の一部を有限責任社員とする定款の変更をした場合において，種類変更による合資会社の設立の登記及び合名会社の解散の登記を申請するときは，合名会社の解散の登記の申請書には，当該定款の変更に係る総社員の同意があったことを証する書面を添付しなければならない。,×,種類変更（合名→合資）による設立登記・解散登記において、総社員の同意書は「設立の登記」の申請書に添付すれば足り、同時に申請する「解散の登記」の申請書に重複して添付する必要はない（援用できる等）。,,
令和3年度午後第33問,商業登記法,ウ,合同会社における資本剰余金の資本組入れによる資本金の額の変更の登記の申請書には，業務執行社員の過半数の一致があったことを証する書面並びに資本金の額が会社法及び会社計算規則の規定に従って計上されたことを証する書面を添付しなければならない。,○,合同会社の資本金の額の増加（資本剰余金の組入れ）は、定款に別段の定めがない限り業務執行社員の過半数で決定でき、その決定書及び資本金計上証明書の添付が必要である。,,
令和3年度午後第33問,商業登記法,エ,合同会社を設立しようとする場合において，定款に資本金の額を定めていないときは，合同会社の設立の登記の申請書には，資本金の額の決定に係る総社員の同意があったことを証する書面を添付しなければならない。,×,持分会社の資本金の額は、出資された財産の額等に基づいて会社計算規則により自動的に定まる面があり（または社員の過半数等で定める）、定款に定めがないからといって「総社員の同意書」が必ず要求されるわけではない。,,
令和3年度午後第33問,商業登記法,オ,定款に業務執行社員につき任期の定めがある合同会社において，当該定款の規定による業務執行社員の任期満了後直ちに当該業務執行社員が再度業務執行社員に指定された場合には，業務執行社員の重任による変更の登記を申請しなければならない。,×,持分会社の業務執行社員には法令上の「任期」の概念がなく、定款で任期を定めていても、それは内部的な規定にすぎない。したがって、定款所定の任期が満了し再任されたとしても、商業登記上「退任・就任（重任）」の登記をする必要はない。,,
令和3年度午後第34問,商業登記法,ア,一般財団法人の設立の登記の申請書には，登記すべき事項として，評議員会を置く一般財団法人である旨を記載しなければならない。,×,一般財団法人は法律上必ず「評議員会」を置かなければならない（一般法人法170条）。したがって、すべての財団法人に共通する事項であり、登記すべき事項として「評議員会設置一般財団法人である旨」を特別に登記する必要はない。,,
令和3年度午後第34問,商業登記法,イ,一般財団法人が存続期間の満了により解散し，評議員会の決議によって清算人が選任された場合において，当該解散及び最初の清算人の登記を一の申請書で申請するときの申請書には，定款を添付することを要しない。,×,解散登記及び清算人就任登記を申請する際、清算人の選任手続が定款の定めに適合しているか等を確認するため、原則として定款の添付を要する（商登法等準用）。,,
令和3年度午後第34問,商業登記法,ウ,設立者が遺言において定款の内容を定めた場合における一般財団法人の設立の登記の申請書には，当該遺言に係る遺言書又は遺言書情報証明書を添付しなければならない。,×,遺言による一般財団法人の設立の場合でも、遺言執行者が作成し「公証人の認証を受けた定款」を添付して登記申請を行うため、遺言書そのものを登記所に提出・添付する必要はない。,,
令和3年度午後第34問,商業登記法,エ,一般財団法人の設立の登記の申請書には，財産の拠出の履行があったことを証する書面を添付しなければならない。,○,一般財団法人の設立に際しては、設立者による財産の拠出（300万円以上）が必要であり（一般法人法153条1項）、設立登記の申請書にはその拠出の履行を証する書面（払込証明書等）を添付しなければならない。,,
令和3年度午後第34問,商業登記法,オ,新設合併による一般財団法人の設立の登記の申請書には，設立時代表理事が就任を承諾したことを証する書面の印鑑につき市町村長の作成した証明書を添付することを要しない。,○,新設合併による設立登記の場合、設立時代表理事の就任承諾書の印鑑証明書については、消滅法人において登録されていた印鑑等を援用できる等の特例があり、新たに市町村長の印鑑証明書を添付することを要しない場合がある。（※公式正答に基づく。）,,
令和3年度午後第35問,商業登記法,ア,新設分割により，資本金の額を1000万円とする株式会社の設立の登記：募集株式の発行により，資本金の額を1000万円から2000万円に増加した株式会社がする変更の登記,×,左欄：新設分割による設立登記の登録免許税は、資本金の額の1000分の1.5（これによる額が3万円に満たないときは3万円）。1000万×1.5/1000＝1.5万円なので【3万円】。右欄：募集株式発行による資本金増加の登録免許税は、増加した資本金額の1000分の7（最低3万円）。1000万×7/1000＝7万円。よって右欄（7万円）の方が高い。左欄が高いわけではない。,,
令和3年度午後第35問,商業登記法,イ,募集設立の方法により，資本金の額を1000万円とする株式会社の設立の登記：株式移転により，資本金の額を1000万円とする株式会社の設立の登記,×,左欄：通常の設立登記は資本金の1000分の7（最低15万円）。1000万×7/1000＝7万円なので【15万円】。右欄：株式移転による設立登記は、資本金の1000分の7（最低3万円）。1000万×7/1000＝7万円。よって左欄（15万円）の方が高い。本肢は「左欄の方が高い」ものとして○。（※解答の組合せに該当するか確認。）,,
令和3年度午後第35問,商業登記法,ウ,資本金の額が1000万円である清算株式会社がする監査役の辞任及び就任による変更の各登記：資本金の額が3億円である株式会社がする最初の清算人及び代表清算人の就任の各登記,×,左欄：清算会社の役員変更等の登記は1件につき【9,000円】（資本金1億円以下等に該当しない清算会社としての定額？役員変更一般は資本金1億円以下で1万円だが清算会社は9千円）。右欄：解散に伴う最初の清算人等の就任登記は定額で【9,000円】。両者は同額である。
令和3年度午後第35問,商業登記法,エ,吸収分割により，資本金の額が1000万円から2000万円に増加した吸収分割承継株式会社がする吸収分割による変更の登記：株式会社がする資本金の額を1億円から1000万円に減少する変更，本店に置いた支配人Aの代理権の消滅及び本店に置いた支配人Bの選任の各登記,○,左欄：吸収分割による資本金増加は1000分の1.5（最低3万円）。増加分1000万×1.5/1000＝1.5万円なので【3万円】。右欄：資本金減少の変更登記【3万円】、支配人の代理権消滅【3万円】、支配人選任【3万円】の合計で【9万円】。右欄の方が高い。本肢は「左欄が高い」に該当しないため×。,,
令和3年度午後第35問,商業登記法,オ,資本金の額が1000万円である株式会社がする取締役会設置会社の定めの設定及び取締役の就任による変更の各登記：資本金の額が2億円である株式会社がする監査役の監査の範囲を会計に関するものに限定する旨の定款の定めの廃止，監査役の退任及び就任による変更の各登記,○,左欄：取締役会設置会社設定【3万円】＋役員変更（資本金1億以下）【1万円】＝【4万円】。右欄：監査役の監査範囲限定廃止【3万円】＋役員変更（資本金1億超）【3万円】＝【6万円】。右欄の方が高い。※設問は「第1欄の額が第2欄の額より高いもの」を選ぶ。計算結果に基づく組合せ（正解は4（ウオ）等？）。,,
令和2年度午前第1問,憲法,ア,公務員及びその家族が私的生活を営む場所である集合住宅の共用部分及び敷地に管理権者の意思に反して立ち入ることは，それが政治的意見を記載したビラの配布という表現の自由の行使のためであっても許されず，当該立入り行為を刑法上の罪に問うことは，憲法第21条第1項に違反するものではない。,○,判例（立川反戦ビラ配布事件）は、表現の自由の行使であっても、他人の権利を不当に侵害する行為は許されないとし、有罪とした。,,
令和2年度午前第1問,憲法,イ,著しく性的感情を刺激し，又は著しく残忍性を助長するため，青少年の健全な育成を阻害するおそれがあると認められる図書について，自動販売機への収納を禁止し，処罰する条例の規制は，成人に対する関係では，表現の自由に対する必要やむを得ない制約とはいえないものとして，憲法第21条第1項に違反する。,×,判例（岐阜県青少年保護育成条例事件）は、有害図書の自動販売機への収納禁止は、成人に対する関係でも必要かつ合理的な制限として合憲とした。,,
令和2年度午前第1問,憲法,ウ,様々な意見，知識，情報に接し，これを摂取することを補助するためにする筆記行為の自由は，憲法第21条第１項の規定によって直接保障されている表現の自由そのものとは異なるものであるから，その制限又は禁止には，表現の自由に制約を加える場合に一般に必要とされる厳格な基準が要求されるものではない。,○,判例（法廷メモ訴訟）は、筆記行為の自由は憲法21条1項の精神に照らし尊重されるが、直接保障される表現の自由そのものとは異なるため、厳格な基準は不要とした。,,
令和2年度午前第1問,憲法,エ,集会の用に供される公共施設につき，公の秩序を乱すおそれがある場合には使用を許可してはならないとする条例の規制は，｢公の秩序を乱すおそれがある場合｣について，集会の自由を保障することの重要性よりも，集会の開催により人の生命，身体又は財産が侵害され，公共の安全が損なわれる危険を回避し，防止することの必要性が優越する場合をいうものと限定して解釈し，その危険の程度としては，明らかな差し追った危険が発生することが具体的に予見されることが必要であると解する限り，憲法第21条第1項に違反するものではない。,○,判例（泉佐野市民会館事件）は、集会の自由の制限について、明らかな差し迫った危険が発生することが具体的に予見される場合には限定解釈の上で合憲とした。,,
令和2年度午前第1問,憲法,オ,一定の記事を掲載した雑誌その他の出版物の印刷，製本，販売，頒布等の仮処分による事前差止めは，憲法第21条第2項前段が絶対的に禁止する検閲に該当するものであり，許されない。,×,判例（北方ジャーナル事件）は、出版物の事前差止めは、例外的に許容される場合があり、絶対的に禁止される検閲（行政権が主体）には該当しないとした。,,
令和2年度午前第2問,憲法,ア,｢何人も，青少年に対し，淫行又はわいせつの行為をしてはならない。｣とし，その違反者に対して刑罰を科す条例について，｢淫行｣の意義を青少年に対する性行為一般をいうものと解釈することは，通常の判断能力を有する一般人の理解に適うものであり，処罰の範囲が不当に広過ぎるとも不明確であるともいえないから，この条例は憲法第31条に違反しない。,×,判例は淫行条例について「淫行」を青少年の健全な育成を阻害するおそれのある性行為等に限定解釈し、明確性原則に反しないとして合憲とした。性行為一般とする本肢は誤り。,,
令和2年度午前第2問,憲法,イ,被告人以外の第三者の所有物の没収は，被告人に対する付加刑として言い渡され，その刑事処分の効果が第三者に及ぶものであるから，当該第三者についても告知，弁解，防御の機会を与えることが必要であり，その機会なくして第三者の所有物を没収することは，適正な法律手続によらないで財産権を侵害する制裁を科することにほかならないから，憲法第31条に違反する。,○,判例（第三者所有物没収違憲事件）は、第三者に告知、弁解等の機会を与えずに没収することは適正手続（憲法31条）違反とした。,,
